,单价,总价,户型,月供,朝向,标题,楼层,装修,面积
164,20665 元/m²,200万,3室2厅,"
11779元 ",东南,"
      碧桂园玺悦 单合同首付低 双地铁山海景观 额外98折送管理费  ",低层(共34层),精装修,96.8平方米
165,16220 元/m²,153万,3室2厅,"
9011元 ",南,"
      153万买南沙金州商圈内四房二卫，小区幼儿园到高中。  ",低层(共25层),精装修,94.3平方米
166,16113 元/m²,158万,3室2厅,"
9306元 ",东南,"
      南沙心意华庭 靠近金洲地铁 证满五年 全新未住 送全部家私  ",低层(共30层),简单装修,98.1平方米
167,18371 元/m²,180万,3室2厅,"
10601元 ",南北,"
      VR全景 南沙保利城 低首付单合同 地铁口700米 可公积金  ",低层(共32层),精装修,98平方米
168,16841 元/m²,148万,3室2厅,"
8717元 ",南,"
      南沙粤港澳大湾区 黄阁南沙保利城 地铁4号线正常首付可公积金  ",中层(共32层),精装修,87.9平方米
169,18107 元/m²,154万,3室2厅,"
9070元 ",北,"
      碧桂园玺悦 靠山望海85方南向三房 预约享额外99折  ",中层(共30层),精装修,85.1平方米
170,19200 元/m²,182.4万,3室2厅,"
10743元 ",东南,"
      单合同 首付8万起 送车位 蝴蝶洲地铁站旁 预约享团购99折  ",中层(共32层),精装修,95平方米
171,18667 元/m²,140万,3室2厅,"
8245元 ",南,"
      （分期首付）万科精装 团购减8万 单合同 来电额外赠管理费  ",中层(共31层),精装修,75平方米
172,16811 元/m²,140万,3室2厅,"
8245元 ",南北,"
      阳光城 内部转名特价单位 一手交易 南向望花园3房 可公积金  ",高层(共32层),精装修,83.3平方米
173,28969 元/m²,275万,3室2厅,"
16197元 ",南北,"
      越秀滨海御城 精装三房带车位出售 近地铁生活方便 随时看房  ",中层(共32层),精装修,94.9平方米
174,17480 元/m²,145万,3室2厅,"
8540元 ",南,"
      阳光城丽景湾售楼部直售房源  ",低层(共33层),精装修,83平方米
175,14043 元/m²,138万,3室2厅,"
8128元 ",南,"
      碧桂园豪进左岸 挂绿新城刚需三房 首付13万 价格可谈8万  ",低层(共30层),精装修,98.3平方米
176,16357 元/m²,153万,3室2厅,"
9011元 ",东南,"
      地铁口一手盘 滨海新城 93方3房带主套仅需150万 带精装  ",中层(共33层),精装修,93.5平方米
177,17189 元/m²,152万,3室2厅,"
8952元 ",南北,"
      广晟圣淘沙    南北通透 交通方便 近地铁 配套成熟  ",低层(共20层),精装修,88.4平方米
178,19811 元/m²,168万,3室2厅,"
9895元 ",东南,"
      越秀东坡 单合同首付 蝴蝶洲地铁站 带省级学位 找我享85折  ",低层(共32层),精装修,84.8平方米
179,17556 元/m²,158万,3室2厅,"
9306元 ",南,"
      知识城科教板块 惟一一线望湖 可公积金 地铁旁 配套省级学校  ",中层(共31层),精装修,90平方米
180,17065 元/m²,150万,3室2厅,"
8834元 ",南北,"
      南沙保利城 内部转名单位 一手交易 南向望花园3房 可公积金  ",中层(共32层),精装修,87.9平方米
181,18839 元/m²,162万,3室2厅,"
9541元 ",南,"
      南向特价三房 精装修带智能家居 地铁4站到天河 蔷薇国际  ",中层(共32层),精装修,86平方米
182,17403 元/m²,150万,3室2厅,"
8834元 ",南,"
      誉山国际 全新4区开盘 单价低首付低 全天随时接送看房  ",中层(共31层),精装修,86.2平方米
183,18107 元/m²,154万,3室2厅,"
9070元 ",北,"
      碧桂园玺悦 靠山望海85方南向三房 预约享额外99折  ",中层(共30层),精装修,85.1平方米
184,18607 元/m²,155万,3室2厅,"
9129元 ",南,"
      阳光城一手单合同 地段位置比较好 带装修免金专看房  ",低层(共32层),精装修,83.3平方米
185,15116 元/m²,130万,3室2厅,"
7656元 ",南,"
      嘉安花园 精装三房 南向高层能望海 房子保养好 家电送  ",低层(共32层),精装修,86平方米
186,16867 元/m²,140万,3室2厅,"
8245元 ",南,"
      广晟海韵兰庭 近地铁 带省级学位 带私家电 业主急售可议价  ",中层(共26层),精装修,83平方米
187,19765 元/m²,168万,3室2厅,"
9895元 ",南,"
      碧桂园玺悦，享受从幼儿园到高中，纯公立学位，买房送2万管理费  ",中层(共32层),精装修,85平方米
188,16610 元/m²,146万,3室2厅,"
8599元 ",南,"
      南沙保利城 地铁口 精装修 南北对流 配套成熟 可公积金  ",中层(共30层),精装修,87.9平方米
189,16842 元/m²,160万,3室2厅,"
9423元 ",南,"
      南沙自贸区地铁口央企大盘 来电享92折 自带省级公立学校  ",低层(共32层),精装修,95平方米
190,16215 元/m²,152万,3室2厅,"
8952元 ",南,"
      (笋盘推荐）客户首付不够退订 无需任何费用 内部转名 急出手  ",中层(共32层),精装修,93.7平方米
191,16882 元/m²,145万,3室2厅,"
8540元 ",南北,"
      优美的蕉门河畔旁精装三房 值得拥有  ",中层(共31层),精装修,85.9平方米
192,17511 元/m²,150万,3室2厅,"
8834元 ",南,"
      合景誉山国际，内部抵押工程款单位，1成首付做业主，随时看房  ",中层(共32层),精装修,85.7平方米
193,18750 元/m²,120万,3室2厅,"
7067元 ",东,"
      南沙万达广场 可明火产权公寓 可下个人名字 首付只需两成  ",中层(共31层),精装修,64平方米
194,16811 元/m²,140万,3室2厅,"
8245元 ",南北,"
      阳光城 内部转名特价单位 一手交易 南向望花园3房 可公积金  ",高层(共32层),精装修,83.3平方米
195,14327 元/m²,120万,3室2厅,"
7067元 ",北,"
      敏捷绿湖国际城  刚需小3房 首付40万 月供低接受公积金  ",中层(共32层),精装修,83.8平方米
196,17518 元/m²,168万,4室2厅,"
9895元 ",南北,"
      想看阳光城楼盘 可找我有关系户优惠送3年管理费 价位低于现场  ",中层(共32层),精装修,95.9平方米
197,16878 元/m²,140万,3室2厅,"
8245元 ",南,"
      内部特价单位 阳光城熙悦 （单合同）金洲CBD金融发展中心  ",中层(共32层),精装修,83平方米
198,16807 元/m²,140万,3室2厅,"
8245元 ",南,"
      送管理费 阳光城澜悦 江边9栋发售 全南向江景房  ",中层(共33层),豪华装修,83.3平方米
199,16561 元/m²,156万,3室2厅,"
9188元 ",东南,"
      阳光城熙悦 单合同首付30万 全新加推15栋 送三年管理费  ",低层(共26层),精装修,94.2平方米
200,16829 元/m²,138万,3室1厅,"
8128元 ",南,"
      合生湖山国际 省级学校 业主全新未住 可按揭公积金急售  ",中层(共30层),精装修,82平方米
201,19125 元/m²,153万,3室2厅,"
9011元 ",南,"
      粤港澳大湾区核心南沙，万科海上明月，南沙蕉门水道江景房  ",中层(共32层),简单装修,80平方米
202,14118 元/m²,120万,3室2厅,"
7067元 ",南,"
      南沙广隆苑 精装3房 业主生意回笼资金 可谈 急售  ",高层(共18层),精装修,85平方米
203,15059 元/m²,128万,3室2厅,"
7539元 ",南,"
      敏捷绿湖国际（准现楼）黄冈名校 配套成熟 无名额也可置业广州  ",中层(共30层),精装修,85平方米
204,17531 元/m²,142万,3室2厅,"
8363元 ",东南,"
      地铁旁 带学位 一成首付 免禾兑 不限购 带车位龙湖双珑原著  ",中层(共30层),精装修,81平方米
205,16111 元/m²,145万,3室2厅,"
8540元 ",南北,"
      广州绿地城 业主直降8万 省钱就是赚钱 不买后悔  ",中层(共30层),精装修,90平方米
206,18657 元/m²,167万,3室2厅,"
9836元 ",南,"
      真正地铁物业 可公积金 国庆让利20万 渠道客户更优惠 笋  ",中层(共31层),精装修,89.5平方米
207,15694 元/m²,153万,3室2厅,"
9011元 ",东北,"
      万科幸福誉 知识城旗舰大盘 地铁50米 送市二中学位 学位房  ",中层(共31层),精装修,97.5平方米
208,16716 元/m²,165万,3室2厅,"
9718元 ",南,"
      广铝荔富湖畔 内部转名产权清晰 不限购大型商圈 地铁口50米  ",中层(共32层),豪华装修,98.7平方米
209,17071 元/m²,143万,3室2厅,"
8422元 ",南,"
      VR全景 阳光城熙悦 刚需户型 近地铁 万达旁 可公积金贷款  ",中层(共33层),精装修,83.8平方米
210,12747 元/m²,120万,3室2厅,"
7067元 ",南,"
      （万达广场）不限购，学位房，总价低，近地铁，配套齐，可议价，  ",中层(共30层),精装修,94.1平方米
211,17878 元/m²,152万,3室2厅,"
8952元 ",东南,"
      云溪四季 内部转名单位  比市场价低至15万 首付只需给一成  ",中层(共32层),精装修,85平方米
212,17278 元/m²,148万,3室1厅,"
8717元 ",南,"
      誉山国际 四区全新加推 首付46万单合同 美美哒买这里准没错  ",中层(共32层),精装修,85.7平方米
213,16829 元/m²,138万,3室2厅,"
8128元 ",东南,"
      地铁口精装学位房 免禾兑 不限购 一成首付 中间楼层望花园  ",中层(共30层),精装修,82平方米
214,16410 元/m²,128万,3室2厅,"
7539元 ",南,"
      越秀滨海新城  复式4房3卫 团购价9.3折 送5年管理费  ",低层(共31层),精装修,78平方米
215,16156 元/m²,153.3万,3室2厅,"
9029元 ",南,"
      越秀滨海新城 内部团购优惠 来电享93折送管理费 可公积金  ",中层(共32层),精装修,94.9平方米
216,19052 元/m²,162万,3室2厅,"
9541元 ",东南,"
      碧桂园玺悦 海景房3房 单合同 首付50万 送车位 带豪装  ",中层(共33层),精装修,85平方米
217,13189 元/m²,122万,3室2厅,"
7185元 ",南,"
      精装3房保养新 税费低 业主诚心出售 有意致电 公园上城  ",中层(共30层),精装修,92.5平方米
218,16275 元/m²,135万,4室2厅,"
7951元 ",东南,"
      阳光城丽景湾 内部工程款单位 首付40万搞定 来电享受98折  ",低层(共32层),精装修,83平方米
219,13666 元/m²,120万,3室2厅,"
7067元 ",南,"
      推荐（冠.军.城）不限购低首付，一级开发商，立体交通全城对接  ",中层(共30层),精装修,87.8平方米
220,17371 元/m²,162万,3室2厅,"
9541元 ",南,"
      （实勘）宏康和园 温馨南向三房 业主有心放卖 诚意出售  ",中层(共32层),精装修,93.3平方米
221,18839 元/m²,162万,3室2厅,"
9541元 ",东南,"
      全智能设施交标 教育城配套 年末促销找我有折扣 实地蔷薇国际  ",中层(共32层),精装修,86平方米
222,17958 元/m²,150万,3室2厅,"
8834元 ",南北,"
      保利高尔夫郡（花都）大三房，近地铁，配套成熟，产权清晰  ",中层(共32层),精装修,83.5平方米
223,16250 元/m²,128万,3室2厅,"
7539元 ",南,"
      南沙金洲地铁 塞纳河畔 望湖精装3房 带省级学位 业主出国  ",中层(共32层),精装修,78.8平方米
224,18699 元/m²,159万,3室2厅,"
9365元 ",东南,"
      碧桂园玺悦 望海景三房 12年教育大盘 单合同 首付42万起  ",中层(共32层),精装修,85平方米
225,16234 元/m²,125万,3室2厅,"
7362元 ",南,"
      丰庭花园 全新笋盘 南向3房 证过2年 直降30万 致电砍价  ",高层(共12层),精装修,77平方米
226,16163 元/m²,153万,3室2厅,"
9011元 ",东南,"
      越秀滨海新城 首付10万 成功认购送3年管理费 欢迎致电  ",中层(共32层),精装修,94.7平方米
227,21701 元/m²,211万,3室2厅,"
12427元 ",南,"
      海御城 精装3房 户型好 小区位置优越 地铁口 价格便宜  ",中层(共32层),精装修,97.2平方米
228,18259 元/m²,155.2万,3室2厅,"
9141元 ",南,"
      碧桂园玺悦 近地铁 海景豪华3房带学位 单合同 送5年管理费  ",低层(共33层),豪华装修,85平方米
229,17647 元/m²,150万,3室2厅,"
8834元 ",东南,"
      35 皇.家花园 成熟齐全 交通便利 精致三房 看房方便  ",中层(共27层),精装修,85平方米
230,17188 元/m²,150万,3室2厅,"
8834元 ",南,"
      （万科幸福誉）总价低，学位房，产权清晰，可议价，近地铁配套齐  ",中层(共30层),精装修,87.3平方米
231,17747 元/m²,153万,3室2厅,"
9011元 ",南,"
      合景誉山国际  二公里万达广场  配套成熟  环境好  ",中层(共32层),精装修,86.2平方米
232,16608 元/m²,155万,3室2厅,"
9129元 ",南,"
      越秀滨海新城 155万 低首付35万 认购送5年物管费  ",低层(共32层),精装修,93.3平方米
233,13793 元/m²,122.5万,3室2厅,"
7215元 ",南北,"
      广州新东站 不限购 黄冈中学学位 地铁16号线 万达广场  ",中层(共32层),精装修,88.8平方米
234,15359 元/m²,130万,3室2厅,"
7656元 ",南,"
      （急 急 ）证过两年业主 价格可谈 税费可以分担 绿湖国际城  ",中层(共31层),精装修,84.6平方米
235,16220 元/m²,152万,3室2厅,"
8952元 ",东南,"
      越秀滨海新城 金州地铁口 精装南向三房 省级学位 单合同  ",低层(共32层),精装修,93.7平方米
236,18750 元/m²,165万,3室2厅,"
9718元 ",南,"
      首付三十万  一线江景  省级双语学校 配套齐全大品牌开发商  ",中层(共18层),精装修,88平方米
237,16357 元/m²,153万,3室2厅,"
9011元 ",东南,"
      地铁口一手盘 滨海新城 93方3房带主套仅需150万 带精装  ",中层(共33层),精装修,93.5平方米
238,13850 元/m²,123万,3室2厅,"
7244元 ",南,"
      碧桂园豪进左岸 低于市场价产权清晰 地铁口5百米 广州新东站  ",低层(共32层),豪华装修,88.8平方米
239,15829 元/m²,130万,3室2厅,"
7656元 ",东南,"
      精装三房 21号线朱村地铁站 产权清晰 带车位 急售随时约看  ",中层(共30层),精装修,82.1平方米
240,12404 元/m²,110万,3室2厅,"
6478元 ",南北,"
      国华新都 精装南向大三房 全新未住 业主缺钱甩卖 低于市场出  ",中层(共34层),精装修,88.7平方米
241,11364 元/m²,100万,3室2厅,"
5889元 ",南,"
      特价（万科壹都荟）不限购，可议价，产权清晰，近地铁，配套齐  ",中层(共32层),精装修,88平方米
242,24964 元/m²,223万,3室2厅,"
13134元 ",东南,"
      碧桂园天玺湾 东南向精装三房 全新没住 换别墅去名急售  ",低层(共30层),精装修,89.3平方米
243,8508 元/m²,80万,3室2厅,"
3664元 ",南,"
      时代南湾 省级学位房 单合同 低首付 地铁口一手望江景物业  ",低层(共30层),精装修,94平方米
244,18636 元/m²,164万,3室2厅,"
9659元 ",南,"
      万科海上明月 来电享团购价95折 全户型单合同 可公积金  ",低层(共32层),精装修,88平方米
245,10465 元/m²,90万,3室2厅,"
4122元 ",南,"
      过五唯一，萝岗荔红小区，可公积金，省一级学位，地铁口  ",低层(共26层),精装修,86平方米
246,17564 元/m²,151万,3室2厅,"
8893元 ",东南,"
      南沙CBD自贸区 滨海新城 工程款单位 特价145万起有成交  ",高层(共33层),精装修,86平方米
247,10870 元/m²,87.5万,3室2厅,"
4008元 ",东南,"
      （省级学位）黄埔地铁口物业 精装三房 南向中楼层 可公积金供  ",低层(共9层),精装修,80.5平方米
248,20843 元/m²,173万,3室2厅,"
10189元 ",东南,"
      靓丽装修 随时约看 图片实拍 近地铁 笋  ",低层(共32层),精装修,83平方米
249,16168 元/m²,139万,3室2厅,"
8187元 ",南,"
      内部认购送产权车位 小区自带省级九年义务教育 欢迎来电  ",中层(共32层),精装修,86平方米
