,设备号,统计时间,用户号,频道,回看开始时间,回看结束时间,回看时长.时.,新回看时长
389,10035,20170720,10946,广东体育,2017-07-20 03:27:38,2017-07-20 11:51:22,2.0,30224.0
393,10035,20170720,10946,广东体育,2017-07-20 13:10:17,2017-07-20 19:35:47,1.5964,23130.0
397,10035,20170720,10946,广东体育,2017-07-20 12:32:15,2017-07-20 13:09:56,0.6281,2261.0
398,10035,20170720,10946,广东体育,2017-07-20 11:51:33,2017-07-20 12:32:17,0.5381,2444.0
401,10035,20170723,10946,广东体育,2017-07-23 00:50:33,2017-07-23 02:00:01,0.0003,4168.0
403,10035,20170723,10946,广东体育,2017-07-23 02:00:00,2017-07-23 02:33:51,0.5642,2031.0
404,10035,20170723,10946,广东体育,2017-07-23 03:13:54,2017-07-23 03:21:30,0.1267,456.0
405,10035,20170723,10946,广东体育,2017-07-23 03:22:18,2017-07-23 03:27:51,0.0925,333.0
406,10035,20170724,10946,广东体育,2017-07-24 13:33:45,2017-07-24 19:24:02,1.4006,21017.0
410,10035,20170724,10946,广东体育,2017-07-24 13:03:59,2017-07-24 13:32:35,0.4767,1716.0
411,10035,20170725,10946,广东新闻,2017-07-25 09:56:21,2017-07-25 11:03:35,1.0597,4034.0
413,10035,20170725,10946,广东新闻,2017-07-25 02:53:01,2017-07-25 09:56:10,1.9361,25389.0
417,10035,20170725,10946,广东体育,2017-07-25 00:52:59,2017-07-25 02:51:45,0.8625,7126.0
419,10035,20170726,10946,广东体育,2017-07-26 01:24:20,2017-07-26 02:42:58,0.7161,4718.0
421,10035,20170726,10946,广东新闻,2017-07-26 00:21:41,2017-07-26 01:22:56,1.0208,3675.0
422,10035,20170726,10946,广东新闻,2017-07-25 23:57:09,2017-07-26 00:20:58,0.0475,1429.0
431,10035,20170728,10946,广东新闻,2017-07-28 00:50:41,2017-07-28 01:51:48,1.0186,3667.0
432,10035,20170728,10946,广东新闻,2017-07-28 01:52:25,2017-07-28 01:58:00,0.0931,335.0
446,10035,20170729,10946,广东体育,2017-07-29 01:13:20,2017-07-29 02:21:30,0.3583,4090.0
448,10035,20170729,10946,广东珠江,2017-07-29 00:12:06,2017-07-29 01:12:36,1.0083,3630.0
459,10035,20170802,10946,广东体育,2017-08-02 00:05:57,2017-08-02 00:52:19,0.7728,2782.0
460,10035,20170802,10946,广东新闻,2017-08-02 12:16:30,2017-08-02 13:15:24,0.9817,3534.0
461,10035,20170802,10946,广东体育,2017-08-02 11:27:30,2017-08-02 12:16:31,0.2753,2941.0
463,10035,20170802,10946,广东体育,2017-08-01 23:13:54,2017-08-02 00:05:47,0.7683,3113.0
465,10035,20170802,10946,广东体育,2017-08-02 00:52:26,2017-08-02 01:23:39,0.5203,1873.0
466,10035,20170803,10946,广东珠江,2017-08-03 00:22:25,2017-08-03 01:17:37,0.92,3312.0
467,10035,20170803,10946,广东珠江,2017-08-03 00:02:55,2017-08-03 00:22:13,0.3217,1158.0
468,10035,20170804,10946,广东体育,2017-08-04 13:02:18,2017-08-04 19:42:16,2.0,23998.0
470,10035,20170804,10946,广东体育,2017-08-04 13:00:32,2017-08-04 13:02:08,0.0267,96.0
471,10035,20170804,10946,广东体育,2017-08-04 11:44:34,2017-08-04 12:45:12,0.7533,3638.0
473,10035,20170804,10946,广东体育,2017-08-04 12:58:21,2017-08-04 13:00:27,0.035,126.0
474,10035,20170804,10946,广东体育,2017-08-04 11:38:55,2017-08-04 11:44:22,0.0908,327.0
475,10035,20170804,10946,广东珠江,2017-08-04 00:02:13,2017-08-04 00:37:06,0.5814,2093.0
476,10035,20170804,10946,广东珠江,2017-08-04 00:40:29,2017-08-04 01:05:51,0.4228,1522.0
479,10035,20170806,10946,广东新闻,2017-08-06 01:12:47,2017-08-06 01:37:19,0.4089,1472.0
480,10035,20170806,10946,广东新闻,2017-08-06 01:37:29,2017-08-06 01:54:08,0.2775,999.0
481,10035,20170806,10946,广东体育,2017-08-06 00:55:56,2017-08-06 01:12:03,0.2686,967.0
482,10035,20170806,10946,广东体育,2017-08-05 22:59:48,2017-08-06 00:55:47,1.0033,6959.0
484,10035,20170807,10946,广东珠江,2017-08-07 12:26:13,2017-08-07 13:06:25,0.67,2412.0
485,10035,20170807,10946,广东体育,2017-08-07 12:17:04,2017-08-07 12:24:57,0.1314,473.0
486,10035,20170807,10946,广东体育,2017-08-07 03:05:30,2017-08-07 03:08:14,0.0456,164.0
487,10035,20170807,10946,广东体育,2017-08-07 03:08:13,2017-08-07 04:28:22,0.4728,4809.0
489,10035,20170808,10946,翡翠台,2017-08-08 14:32:28,2017-08-08 19:21:36,1.36,17348.0
492,10035,20170808,10946,广东体育,2017-08-08 10:40:32,2017-08-08 14:06:14,0.1039,12342.0
495,10035,20170808,10946,广东珠江,2017-08-08 09:21:40,2017-08-08 10:37:19,0.6219,4539.0
497,10035,20170809,10946,广东新闻,2017-08-09 10:11:50,2017-08-09 10:46:17,0.5742,2067.0
498,10035,20170809,10946,中央1台-高清,2017-08-09 10:46:16,2017-08-09 11:26:17,0.6669,2401.0
499,10035,20170809,10946,广东珠江,2017-08-09 01:43:22,2017-08-09 10:09:15,0.1542,30353.0
505,10035,20170809,10946,广东珠江,2017-08-09 01:12:48,2017-08-09 01:43:20,0.5089,1832.0
506,10035,20170809,10946,广东珠江,2017-08-09 00:32:58,2017-08-09 01:12:35,0.6603,2377.0
507,10035,20170810,10946,广东体育,2017-08-10 22:58:11,2017-08-10 23:14:43,0.2756,992.0
508,10035,20170810,10946,广东新闻,2017-08-10 09:43:37,2017-08-10 10:27:40,0.4611,2643.0
510,10035,20170811,10946,广东体育,2017-08-11 00:48:00,2017-08-11 01:05:00,0.2833,1020.0
511,10035,20170811,10946,广东体育,2017-08-11 00:38:04,2017-08-11 00:48:02,0.1661,598.0
523,10035,20170811,10946,广东体育,2017-08-11 00:24:46,2017-08-11 00:38:04,0.2217,798.0
524,10035,20170811,10946,广东体育,2017-08-11 00:16:06,2017-08-11 00:24:39,0.1425,513.0
525,10035,20170811,10946,广东体育,2017-08-10 23:15:15,2017-08-11 00:15:33,0.7458,3618.0
527,10035,20170812,10946,广东珠江,2017-08-12 01:28:13,2017-08-12 02:25:02,0.5297,3409.0
528,10035,20170812,10946,广东珠江,2017-08-12 23:16:14,2017-08-12 23:57:50,0.6933,2496.0
530,10035,20170813,10946,广东公共,2017-08-13 00:10:57,2017-08-13 01:17:19,1.1061,3982.0
531,10035,20170813,10946,广东公共,2017-08-12 23:58:32,2017-08-13 00:10:31,0.0244,719.0
533,10035,20170814,10946,翡翠台,2017-08-14 12:51:36,2017-08-14 13:47:47,0.9364,3371.0
534,10035,20170814,10946,广东体育,2017-08-14 03:17:04,2017-08-14 03:26:55,0.1642,591.0
535,10035,20170814,10946,广东体育,2017-08-14 03:27:20,2017-08-14 04:27:45,0.4625,3625.0
537,10035,20170815,10946,广东体育,2017-08-15 01:51:19,2017-08-15 01:57:25,0.1017,366.0
538,10035,20170815,10946,广东珠江,2017-08-15 00:41:43,2017-08-15 01:50:48,1.1514,4145.0
539,10035,20170815,10946,广东珠江,2017-08-15 00:06:12,2017-08-15 00:41:23,0.5864,2111.0
540,10035,20170816,10946,广东珠江,2017-08-16 00:56:25,2017-08-16 01:58:58,1.0425,3753.0
541,10035,20170817,10946,广东体育,2017-08-17 01:10:02,2017-08-17 01:45:27,0.5903,2125.0
542,10035,20170817,10946,广东体育,2017-08-17 00:35:41,2017-08-17 01:09:56,0.5708,2055.0
543,10035,20170817,10946,广东体育,2017-08-16 23:00:32,2017-08-17 00:35:24,0.9911,5692.0
545,10035,20170818,10946,广东珠江,2017-08-18 01:34:45,2017-08-18 02:34:59,0.4208,3614.0
546,10035,20170818,10946,广东珠江,2017-08-18 00:25:44,2017-08-18 01:27:54,1.0361,3730.0
547,10035,20170818,10946,广东珠江,2017-08-18 01:28:24,2017-08-18 01:34:10,0.0961,346.0
548,10035,20170818,10946,广东珠江,2017-08-18 12:46:24,2017-08-18 19:37:27,1.6242,24663.0
552,10035,20170818,10946,广东珠江,2017-08-18 02:39:43,2017-08-18 12:46:18,0.7717,36395.0
559,10035,20170819,10946,广东体育,2017-08-19 22:06:33,2017-08-19 22:07:49,0.0211,76.0
560,10035,20170819,10946,广东体育,2017-08-19 22:08:02,2017-08-19 23:08:42,1.0111,3640.0
561,10035,20170819,10946,广东体育,2017-08-19 01:53:26,2017-08-19 01:58:16,0.0806,290.0
562,10035,20170820,10946,广东新闻,2017-08-20 00:46:08,2017-08-20 01:08:48,0.3778,1360.0
563,10035,20170820,10946,广东体育,2017-08-20 00:18:37,2017-08-20 00:19:48,0.0197,71.0
564,10035,20170820,10946,广东体育,2017-08-20 00:19:47,2017-08-20 00:23:39,0.0644,232.0
565,10035,20170820,10946,广东体育,2017-08-20 00:23:38,2017-08-20 00:45:36,0.3661,1318.0
566,10035,20170820,10946,广东体育,2017-08-20 00:16:54,2017-08-20 00:18:35,0.0281,101.0
567,10035,20170820,10946,广东体育,2017-08-19 23:33:19,2017-08-20 00:08:44,0.4447,2125.0
569,10035,20170821,10946,广东珠江,2017-08-21 11:36:17,2017-08-21 12:11:17,0.1881,2100.0
571,10035,20170821,10946,广东体育,2017-08-21 11:05:50,2017-08-21 11:10:48,0.0828,298.0
572,10035,20170821,10946,广东体育,2017-08-21 11:11:04,2017-08-21 11:17:14,0.1028,370.0
573,10035,20170821,10946,广东体育,2017-08-21 03:00:15,2017-08-21 04:12:53,0.2147,4358.0
575,10035,20170821,10946,广东体育,2017-08-21 02:24:19,2017-08-21 03:00:03,0.5956,2144.0
576,10035,20170821,10946,广东体育,2017-08-21 02:02:23,2017-08-21 02:24:10,0.3631,1307.0
577,10035,20170822,10946,广东新闻,2017-08-22 13:15:01,2017-08-22 19:27:44,2.0,22363.0
581,10035,20170825,10946,广东新闻,2017-08-25 02:16:35,2017-08-25 10:33:36,0.56,29821.0
586,10035,20170826,10946,广东珠江,2017-08-26 00:29:25,2017-08-26 11:59:31,1.9919,41406.0
592,10035,20170827,10946,广东珠江,2017-08-27 00:01:11,2017-08-27 00:36:33,0.5894,2122.0
593,10035,20170828,10946,广东新闻,2017-08-28 10:48:57,2017-08-28 11:19:35,0.5106,1838.0
594,10035,20170828,10946,广东新闻,2017-08-28 10:29:54,2017-08-28 10:48:29,0.3097,1115.0
595,10035,20170829,10946,翡翠台,2017-08-29 10:43:57,2017-08-29 11:21:55,0.6328,2278.0
596,10035,20170829,10946,广东新闻,2017-08-29 00:49:12,2017-08-29 01:36:47,0.7931,2855.0
597,10035,20170829,10946,广东体育,2017-08-29 01:37:23,2017-08-29 10:23:13,0.3869,31550.0
603,10035,20170829,10946,广东新闻,2017-08-29 00:34:01,2017-08-29 00:48:50,0.2469,889.0
604,10035,20170831,10946,广东新闻,2017-08-31 00:26:56,2017-08-31 01:49:44,1.38,4968.0
605,10035,20170831,10946,翡翠台,2017-08-31 12:08:31,2017-08-31 12:30:24,0.3647,1313.0
606,10035,20170831,10946,翡翠台,2017-08-31 11:31:23,2017-08-31 12:06:21,0.1058,2098.0
608,10035,20170831,10946,翡翠台,2017-08-31 12:07:21,2017-08-31 12:08:32,0.0197,71.0
609,10035,20170831,10946,广东新闻,2017-08-31 01:49:43,2017-08-31 10:54:41,0.9114,32698.0
615,10035,20170901,10946,中央5台-高清,2017-09-01 04:06:49,2017-09-01 10:48:31,0.8086,24102.0
619,10035,20170901,10946,中央5台-高清,2017-09-01 02:49:18,2017-09-01 04:06:25,0.1069,4627.0
621,10035,20170902,10946,翡翠台,2017-09-02 12:36:48,2017-09-02 14:09:33,0.1592,5565.0
623,10035,20170902,10946,翡翠台,2017-09-02 11:34:08,2017-09-02 11:59:04,0.4156,1496.0
624,10035,20170902,10946,广东新闻,2017-09-02 10:19:01,2017-09-02 11:33:11,1.2361,4450.0
637,10035,20170903,10946,广东新闻,2017-09-03 10:27:43,2017-09-03 10:29:53,0.0361,130.0
638,10035,20170903,10946,广东新闻,2017-09-03 10:30:00,2017-09-03 11:09:03,0.6508,2343.0
639,10035,20170904,10946,翡翠台,2017-09-04 13:29:58,2017-09-04 14:06:55,0.1153,2217.0
641,10035,20170904,10946,翡翠台,2017-09-04 14:08:42,2017-09-04 18:05:15,0.0875,14193.0
644,10035,20170905,10946,广东新闻,2017-09-05 01:45:22,2017-09-05 11:09:29,2.0,33847.0
650,10035,20170907,10946,广东体育-高清,2017-09-07 22:52:22,2017-09-07 23:55:47,1.0569,3805.0
651,10035,20170909,10946,广东新闻,2017-09-09 13:23:11,2017-09-09 14:16:51,0.2808,3220.0
653,10035,20170909,10946,广东体育,2017-09-09 02:26:36,2017-09-09 02:54:34,0.4661,1678.0
654,10035,20170909,10946,广东体育,2017-09-09 00:21:57,2017-09-09 01:07:44,0.7631,2747.0
655,10035,20170909,10946,广东新闻,2017-09-09 02:55:22,2017-09-09 03:19:52,0.4083,1470.0
656,10035,20170909,10946,广东新闻,2017-09-09 03:20:59,2017-09-09 11:41:57,1.6992,30058.0
661,10035,20170909,10946,广东体育,2017-09-09 01:09:09,2017-09-09 02:26:26,0.4406,4637.0
663,10035,20170909,10946,广东体育,2017-09-09 01:07:47,2017-09-09 01:09:01,0.0206,74.0
664,10035,20170909,10946,广东体育,2017-09-08 23:15:50,2017-09-09 00:20:31,0.7361,3881.0
666,10035,20170911,10946,中央5台-高清,2017-09-11 13:31:30,2017-09-11 19:43:10,1.7194,22300.0
670,10035,20170911,10946,中央5台-高清,2017-09-11 12:51:48,2017-09-11 13:04:51,0.2175,783.0
671,10035,20170911,10946,中央5台-高清,2017-09-11 13:29:08,2017-09-11 13:30:39,0.0253,91.0
672,10035,20170911,10946,中央5台-高清,2017-09-11 13:04:51,2017-09-11 13:29:05,0.4039,1454.0
673,10035,20170911,10946,中央5台-高清,2017-09-11 12:09:59,2017-09-11 12:51:08,0.6858,2469.0
674,10035,20170912,10946,中央5台-高清,2017-09-12 23:42:25,2017-09-12 23:51:49,0.1567,564.0
675,10035,20170912,10946,广东新闻,2017-09-12 10:44:26,2017-09-12 11:13:20,0.4817,1734.0
676,10035,20170912,10946,安徽卫视-高清,2017-09-12 12:15:30,2017-09-12 12:48:27,0.5492,1977.0
677,10035,20170912,10946,安徽卫视-高清,2017-09-12 12:13:18,2017-09-12 12:14:23,0.0181,65.0
678,10035,20170912,10946,安徽卫视-高清,2017-09-12 12:14:31,2017-09-12 12:15:32,0.0169,61.0
679,10035,20170912,10946,广东新闻,2017-09-12 10:07:18,2017-09-12 10:13:20,0.1006,362.0
680,10035,20170912,10946,广东体育,2017-09-12 11:16:57,2017-09-12 11:53:34,0.6103,2197.0
681,10035,20170912,10946,广东新闻,2017-09-12 10:13:34,2017-09-12 10:24:15,0.1781,641.0
682,10035,20170913,10946,中央5台-高清,2017-09-13 02:44:01,2017-09-13 10:34:25,2.0,28224.0
686,10035,20170913,10946,中央5台-高清,2017-09-13 01:40:35,2017-09-13 02:36:45,0.6125,3370.0
688,10035,20170913,10946,中央5台-高清,2017-09-13 02:36:47,2017-09-13 02:43:55,0.1189,428.0
689,10035,20170913,10946,中央5台-高清,2017-09-12 23:52:05,2017-09-13 00:52:40,0.1319,3635.0
691,10035,20170913,10946,中央5台-高清,2017-09-13 10:46:40,2017-09-13 11:17:01,0.5058,1821.0
692,10035,20170913,10946,中央5台-高清,2017-09-13 11:17:41,2017-09-13 11:21:12,0.0586,211.0
693,10035,20170913,10946,中央5台-高清,2017-09-13 10:35:22,2017-09-13 10:45:01,0.1608,579.0
694,10035,20170913,10946,中央5台-高清,2017-09-13 10:45:03,2017-09-13 10:46:31,0.0244,88.0
696,10035,20170915,10946,广东新闻,2017-09-15 01:23:52,2017-09-15 02:22:16,0.3711,3504.0
698,10035,20170916,10946,广东新闻,2017-09-16 02:41:11,2017-09-16 13:16:39,1.2775,38128.0
704,10035,20170918,10946,翡翠台,2017-09-18 14:19:43,2017-09-18 15:03:46,0.7342,2643.0
705,10035,20170918,10946,翡翠台,2017-09-18 13:53:38,2017-09-18 13:55:18,0.0278,100.0
706,10035,20170918,10946,翡翠台,2017-09-18 13:55:16,2017-09-18 13:57:41,0.0403,145.0
707,10035,20170918,10946,翡翠台,2017-09-18 13:57:40,2017-09-18 14:17:53,0.2981,1213.0
709,10035,20170918,10946,广东体育,2017-09-18 11:58:09,2017-09-18 12:10:59,0.1831,770.0
711,10035,20170918,10946,广东新闻,2017-09-18 12:27:16,2017-09-18 13:17:33,0.8381,3017.0
712,10035,20170918,10946,广东体育,2017-09-18 12:16:46,2017-09-18 12:26:11,0.1569,565.0
713,10035,20170918,10946,广东体育,2017-09-18 11:21:36,2017-09-18 11:57:15,0.5942,2139.0
714,10035,20170918,10946,广东体育,2017-09-18 03:49:03,2017-09-18 11:21:33,1.3592,27150.0
719,10035,20170918,10946,广东体育,2017-09-18 12:11:07,2017-09-18 12:16:39,0.0922,332.0
720,10035,20170918,10946,翡翠台,2017-09-18 15:19:21,2017-09-18 19:24:23,1.4064,14702.0
723,10035,20170918,10946,翡翠台,2017-09-18 15:05:14,2017-09-18 15:18:48,0.2261,814.0
743,10035,20170923,10946,广东体育,2017-09-23 02:34:13,2017-09-23 02:43:59,0.1628,586.0
744,10035,20170923,10946,广东体育,2017-09-23 00:42:42,2017-09-23 02:34:05,0.5681,6683.0
746,10035,20170924,10946,广东体育,2017-09-23 23:45:48,2017-09-24 02:02:12,0.2367,8184.0
749,10035,20170925,10946,广东新闻,2017-09-25 02:10:16,2017-09-25 03:00:03,0.8297,2987.0
750,10036,20170726,10750,翡翠台,2017-07-26 15:32:18,2017-07-26 15:35:24,0.0517,186.0
751,10036,20170726,10750,翡翠台,2017-07-26 15:35:23,2017-07-26 15:49:44,0.2392,861.0
752,10036,20170905,10750,翡翠台,2017-09-05 22:34:34,2017-09-05 23:20:09,0.7597,2735.0
753,10036,20170905,10750,翡翠台,2017-09-05 13:20:35,2017-09-05 20:39:08,0.6522,26313.0
757,10036,20170905,10750,翡翠台,2017-09-05 12:29:53,2017-09-05 13:20:36,0.8453,3043.0
759,10036,20170912,10750,翡翠台,2017-09-12 12:12:07,2017-09-12 13:03:05,0.8494,3058.0
760,10036,20170924,10750,广东体育-高清,2017-09-24 12:24:08,2017-09-24 12:37:29,0.2225,801.0
761,10036,20170924,10750,广东体育-高清,2017-09-24 12:37:36,2017-09-24 12:58:26,0.3472,1250.0
762,10037,20170703,10811,金鹰卡通,2017-07-02 23:15:00,2017-07-03 00:30:16,0.75,4516.0
764,10037,20170706,10811,安徽卫视-高清,2017-07-06 09:42:02,2017-07-06 09:46:47,0.0792,285.0
765,10037,20170706,10811,安徽卫视-高清,2017-07-06 09:46:46,2017-07-06 10:27:35,0.4597,2449.0
767,10037,20170709,10811,浙江卫视-高清,2017-07-09 12:00:54,2017-07-09 13:33:45,1.5475,5571.0
768,10037,20170713,10811,湖南卫视-高清,2017-07-13 11:21:23,2017-07-13 12:07:40,0.1278,2777.0
770,10037,20170713,10811,湖南卫视-高清,2017-07-13 12:07:39,2017-07-13 12:57:24,0.8292,2985.0
771,10037,20170715,10811,湖南卫视-高清,2017-07-15 12:53:03,2017-07-15 12:56:59,0.0656,236.0
772,10037,20170715,10811,湖南卫视-高清,2017-07-15 12:02:29,2017-07-15 12:52:02,0.8258,2973.0
773,10037,20170719,10811,湖南卫视-高清,2017-07-19 21:24:39,2017-07-19 22:01:53,0.5892,2234.0
774,10037,20170719,10811,湖南卫视-高清,2017-07-19 22:03:33,2017-07-19 22:10:54,0.1225,441.0
775,10037,20170719,10811,湖南卫视-高清,2017-07-19 22:10:52,2017-07-19 22:19:04,0.1367,492.0
776,10037,20170719,10811,湖南卫视-高清,2017-07-19 22:44:23,2017-07-19 23:07:18,0.3819,1375.0
777,10037,20170719,10811,湖南卫视-高清,2017-07-19 23:08:07,2017-07-19 23:12:48,0.0781,281.0
778,10037,20170719,10811,湖南卫视-高清,2017-07-19 23:12:47,2017-07-19 23:41:39,0.4811,1732.0
780,10037,20170721,10811,浙江卫视-高清,2017-07-21 11:58:20,2017-07-21 12:39:57,0.6658,2497.0
782,10037,20170721,10811,浙江卫视-高清,2017-07-21 11:57:07,2017-07-21 11:58:13,0.0183,66.0
783,10037,20170721,10811,浙江卫视-高清,2017-07-21 12:39:56,2017-07-21 13:05:29,0.4258,1533.0
784,10037,20170722,10811,浙江卫视-高清,2017-07-22 19:27:22,2017-07-22 19:38:03,0.1781,641.0
785,10037,20170722,10811,浙江卫视-高清,2017-07-22 12:03:50,2017-07-22 12:19:36,0.2628,946.0
786,10037,20170722,10811,浙江卫视-高清,2017-07-22 13:35:34,2017-07-22 13:53:12,0.2939,1058.0
787,10037,20170722,10811,浙江卫视-高清,2017-07-22 13:06:36,2017-07-22 13:32:38,0.4339,1562.0
788,10037,20170722,10811,浙江卫视-高清,2017-07-22 12:19:35,2017-07-22 13:06:16,0.7781,2801.0
789,10037,20170725,10811,浙江卫视-高清,2017-07-25 11:38:53,2017-07-25 12:05:22,0.0894,1589.0
791,10037,20170726,10811,浙江卫视-高清,2017-07-26 12:31:40,2017-07-26 12:50:21,0.3114,1121.0
792,10037,20170726,10811,浙江卫视-高清,2017-07-26 11:46:05,2017-07-26 12:31:00,0.5167,2695.0
794,10037,20170726,10811,浙江卫视-高清,2017-07-26 11:02:19,2017-07-26 11:45:09,0.7139,2570.0
795,10037,20170726,10811,浙江卫视-高清,2017-07-26 10:54:34,2017-07-26 11:01:36,0.1172,422.0
796,10037,20170727,10811,浙江卫视-高清,2017-07-27 10:26:10,2017-07-27 10:28:16,0.035,126.0
797,10037,20170727,10811,浙江卫视-高清,2017-07-27 10:14:03,2017-07-27 10:18:09,0.0683,246.0
798,10037,20170727,10811,浙江卫视-高清,2017-07-27 10:24:51,2017-07-27 10:26:02,0.0197,71.0
799,10037,20170729,10811,浙江卫视-高清,2017-07-29 11:26:36,2017-07-29 12:09:35,0.1597,2579.0
801,10037,20170731,10811,湖南卫视-高清,2017-07-31 17:38:17,2017-07-31 17:57:25,0.3189,1148.0
802,10037,20170801,10811,湖南卫视-高清,2017-08-01 10:00:29,2017-08-01 10:02:04,0.0264,95.0
803,10037,20170808,10811,湖南卫视-高清,2017-08-08 19:33:39,2017-08-08 20:09:16,0.1544,2137.0
805,10037,20170809,10811,湖南卫视-高清,2017-08-09 11:37:27,2017-08-09 12:12:49,0.2136,2122.0
807,10037,20170809,10811,湖南卫视-高清,2017-08-09 10:49:48,2017-08-09 11:37:28,0.7944,2860.0
808,10037,20170821,10811,江苏卫视-高清,2017-08-21 09:51:04,2017-08-21 10:14:52,0.2478,1428.0
810,10037,20170822,10811,南方卫视,2017-08-22 19:01:29,2017-08-22 19:15:54,0.2403,865.0
811,10037,20170822,10811,南方卫视,2017-08-22 18:29:53,2017-08-22 19:01:23,0.525,1890.0
812,10037,20170912,10811,东方卫视-高清,2017-09-12 02:43:04,2017-09-12 02:52:14,0.1528,550.0
813,10037,20170912,10811,东方卫视-高清,2017-09-12 02:17:31,2017-09-12 02:42:37,0.4183,1506.0
814,10037,20170912,10811,东方卫视-高清,2017-09-12 02:09:30,2017-09-12 02:12:49,0.0553,199.0
815,10037,20170912,10811,东方卫视-高清,2017-09-12 02:12:48,2017-09-12 02:17:32,0.0789,284.0
816,10037,20170916,10811,东方卫视-高清,2017-09-16 02:34:53,2017-09-16 03:14:11,0.655,2358.0
817,10037,20170916,10811,东方卫视-高清,2017-09-16 01:52:39,2017-09-16 01:54:02,0.0231,83.0
818,10037,20170916,10811,东方卫视-高清,2017-09-16 01:47:58,2017-09-16 01:52:40,0.0783,282.0
819,10037,20170916,10811,东方卫视-高清,2017-09-16 01:57:12,2017-09-16 02:34:54,0.5817,2262.0
821,10037,20170916,10811,东方卫视-高清,2017-09-16 01:54:00,2017-09-16 01:55:35,0.0264,95.0
822,10037,20170919,10811,东方卫视-高清,2017-09-19 02:08:58,2017-09-19 02:23:17,0.2386,859.0
823,10037,20170919,10811,东方卫视-高清,2017-09-19 02:23:15,2017-09-19 03:01:59,0.6456,2324.0
824,10037,20170922,10811,东方卫视-高清,2017-09-22 00:39:28,2017-09-22 01:00:38,0.3528,1270.0
825,10037,20170922,10811,东方卫视-高清,2017-09-22 01:00:37,2017-09-22 01:33:59,0.5561,2002.0
826,10037,20170923,10811,东方卫视-高清,2017-09-23 00:28:04,2017-09-23 01:12:57,0.7481,2693.0
827,10037,20170924,10811,东方卫视-高清,2017-09-24 05:21:27,2017-09-24 06:01:11,0.0197,2384.0
829,10037,20170924,10811,东方卫视-高清,2017-09-24 05:15:54,2017-09-24 05:21:06,0.0867,312.0
830,10037,20170924,10811,东方卫视-高清,2017-09-24 00:05:49,2017-09-24 00:42:11,0.6061,2182.0
