,设备号,统计日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号,观看时长
238,10013,20170805,精彩点,07月23日 大耳朵图图彩色小世界,2017-08-05 21:37:29,2017-08-05 21:39:45,11075,136.0
239,10013,20170806,精彩点,大军师司马懿之军师联盟,2017-08-06 21:50:55,2017-08-06 22:34:38,11075,2623.0
240,10013,20170806,精彩点,大军师司马懿之军师联盟,2017-08-06 21:05:08,2017-08-06 21:07:17,11075,129.0
241,10013,20170806,精彩点,大军师司马懿之军师联盟,2017-08-06 21:07:16,2017-08-06 21:50:57,11075,2621.0
242,10013,20170806,精彩点,大军师司马懿之军师联盟,2017-08-06 22:34:36,2017-08-06 23:18:15,11075,2619.0
243,10013,20170807,精彩点,07月04日 贝肯熊,2017-08-07 15:19:37,2017-08-07 15:44:43,11075,1506.0
244,10013,20170807,精彩点,大军师司马懿之军师联盟,2017-08-07 21:24:09,2017-08-07 22:09:03,11075,2694.0
245,10013,20170807,精彩点,07月07日 贝肯熊,2017-08-07 15:45:39,2017-08-07 16:10:15,11075,1476.0
246,10013,20170807,精彩点,07月10日 贝肯熊,2017-08-07 16:35:20,2017-08-07 16:59:04,11075,1424.0
247,10013,20170807,精彩点,07月12日 贝肯熊,2017-08-07 16:59:39,2017-08-07 19:29:34,11075,8995.0
248,10013,20170807,精彩点,07月03日 贝肯熊,2017-08-07 14:53:59,2017-08-07 15:19:38,11075,1539.0
249,10013,20170807,精彩点,07月02日 贝肯熊,2017-08-07 11:45:29,2017-08-07 12:09:03,11075,1414.0
250,10013,20170807,精彩点,大军师司马懿之军师联盟,2017-08-07 19:56:30,2017-08-07 20:40:32,11075,2642.0
251,10013,20170807,精彩点,大军师司马懿之军师联盟,2017-08-07 20:40:30,2017-08-07 21:24:10,11075,2620.0
252,10013,20170807,精彩点,大军师司马懿之军师联盟,2017-08-06 23:18:14,2017-08-07 00:01:46,11075,2612.0
253,10013,20170807,精彩点,07月02日 贝肯熊,2017-08-07 14:30:44,2017-08-07 14:54:00,11075,1396.0
254,10013,20170807,精彩点,07月01日 贝肯熊,2017-08-07 11:20:32,2017-08-07 11:45:30,11075,1498.0
255,10013,20170807,精彩点,07月13日 贝肯熊,2017-08-07 19:29:46,2017-08-07 19:55:23,11075,1537.0
256,10013,20170807,精彩点,07月09日 贝肯熊,2017-08-07 16:11:19,2017-08-07 16:35:08,11075,1429.0
257,10013,20170807,精彩点,07月04日 贝肯熊,2017-08-07 12:09:44,2017-08-07 12:34:57,11075,1513.0
258,10013,20170808,精彩点,大军师司马懿之军师联盟,2017-08-07 22:09:01,2017-08-08 10:59:33,11075,46232.0
259,10013,20170808,精彩点,07月03日 贝肯熊,2017-08-08 11:25:30,2017-08-08 11:50:32,11075,1502.0
260,10013,20170808,精彩点,07月06日 贝肯熊,2017-08-08 12:41:35,2017-08-08 13:06:48,11075,1513.0
261,10013,20170808,精彩点,07月11日 贝肯熊,2017-08-08 14:53:29,2017-08-08 15:05:10,11075,701.0
262,10013,20170808,精彩点,07月07日 贝肯熊,2017-08-08 13:07:00,2017-08-08 13:31:52,11075,1492.0
263,10013,20170808,精彩点,07月09日 贝肯熊,2017-08-08 14:05:16,2017-08-08 14:29:06,11075,1430.0
264,10013,20170808,精彩点,07月04日 贝肯熊,2017-08-08 11:50:31,2017-08-08 12:15:48,11075,1517.0
265,10013,20170808,精彩点,07月12日 贝肯熊,2017-08-08 15:18:27,2017-08-08 19:35:09,11075,15402.0
266,10013,20170808,精彩点,07月08日 贝肯熊,2017-08-08 13:32:08,2017-08-08 13:33:28,11075,80.0
267,10013,20170808,精彩点,07月09日 贝肯熊,2017-08-08 13:33:27,2017-08-08 14:04:46,11075,1879.0
268,10013,20170808,精彩点,07月04日 贝肯熊,2017-08-08 21:13:04,2017-08-08 21:38:18,11075,1514.0
269,10013,20170808,精彩点,07月11日 贝肯熊,2017-08-08 15:05:09,2017-08-08 15:18:15,11075,786.0
270,10013,20170808,精彩点,07月02日 贝肯熊,2017-08-08 20:49:07,2017-08-08 21:12:29,11075,1402.0
271,10013,20170808,精彩点,07月10日 贝肯熊,2017-08-08 14:29:18,2017-08-08 14:53:03,11075,1425.0
272,10013,20170808,精彩点,07月01日 贝肯熊,2017-08-08 20:24:03,2017-08-08 20:49:08,11075,1505.0
273,10013,20170808,精彩点,07月01日 贝肯熊,2017-08-08 11:00:26,2017-08-08 11:25:16,11075,1490.0
274,10013,20170808,精彩点,07月05日 贝肯熊,2017-08-08 12:16:01,2017-08-08 12:41:23,11075,1522.0
275,10013,20170809,精彩点,07月06日 贝肯熊,2017-08-08 21:39:27,2017-08-09 08:55:59,11075,40592.0
276,10013,20170809,精彩点,07月06日 贝肯熊,2017-08-09 08:56:11,2017-08-09 09:21:35,11075,1524.0
277,10013,20170809,精彩点,07月07日 贝肯熊,2017-08-09 09:46:43,2017-08-09 19:59:37,11075,36774.0
278,10013,20170809,精彩点,07月07日 贝肯熊,2017-08-09 19:59:50,2017-08-09 20:24:24,11075,1474.0
279,10013,20170809,精彩点,07月07日 贝肯熊,2017-08-09 09:21:56,2017-08-09 09:46:40,11075,1484.0
280,10013,20170809,精彩点,07月08日 贝肯熊,2017-08-09 20:24:56,2017-08-09 20:33:46,11075,530.0
281,10013,20170810,精彩点,07月02日 贝肯熊,2017-08-10 21:20:40,2017-08-10 21:50:14,11075,1774.0
282,10013,20170810,精彩点,07月01日 贝肯熊,2017-08-10 20:39:57,2017-08-10 21:20:26,11075,2429.0
283,10013,20170810,精彩点,06月03日 熊出没之秋日团团转,2017-08-09 20:33:44,2017-08-10 09:38:30,11075,47086.0
284,10013,20170810,精彩点,07月15日 贝肯熊,2017-08-10 12:06:49,2017-08-10 12:31:06,11075,1457.0
285,10013,20170810,精彩点,06月03日 熊出没之秋日团团转,2017-08-10 09:39:54,2017-08-10 11:40:28,11075,7234.0
286,10013,20170810,精彩点,07月15日 贝肯熊,2017-08-10 11:40:58,2017-08-10 12:06:46,11075,1548.0
287,10013,20170811,精彩点,07月01日 贝肯熊,2017-08-11 19:43:14,2017-08-11 20:08:31,11075,1517.0
288,10013,20170811,精彩点,07月08日 戚继光,2017-08-10 21:50:12,2017-08-11 17:56:02,11075,72350.0
289,10013,20170812,精彩点,07月01日 贝肯熊,2017-08-12 14:17:54,2017-08-12 14:43:18,11075,1524.0
290,10013,20170812,精彩点,07月02日 贝肯熊,2017-08-12 08:40:04,2017-08-12 08:41:12,11075,68.0
291,10013,20170812,精彩点,07月02日 贝肯熊,2017-08-11 20:08:29,2017-08-12 08:39:09,11075,45040.0
292,10013,20170812,精彩点,07月01日 贝肯熊,2017-08-12 14:43:56,2017-08-12 14:50:42,11075,406.0
293,10013,20170813,精彩点,07月01日 贝肯熊,2017-08-12 22:35:45,2017-08-13 09:37:20,11075,39695.0
294,10013,20170813,精彩点,08月11日 熊出没之环球大冒险,2017-08-13 14:43:16,2017-08-13 14:58:17,11075,901.0
295,10013,20170813,精彩点,07月15日 贝肯熊,2017-08-13 09:38:53,2017-08-13 09:41:17,11075,144.0
296,10013,20170813,精彩点,08月09日 熊出没之环球大冒险,2017-08-13 11:43:56,2017-08-13 12:55:24,11075,4288.0
297,10013,20170813,精彩点,07月02日 贝肯熊,2017-08-13 11:19:38,2017-08-13 11:43:42,11075,1444.0
298,10013,20170813,精彩点,08月10日 熊出没之环球大冒险,2017-08-13 12:55:46,2017-08-13 14:43:04,11075,6438.0
299,10013,20170813,精彩点,07月02日 贝肯熊,2017-08-13 10:55:48,2017-08-13 11:18:15,11075,1347.0
300,10013,20170813,精彩点,07月01日 贝肯熊,2017-08-13 10:30:50,2017-08-13 10:55:49,11075,1499.0
301,10013,20170813,精彩点,07月03日 贝肯熊,2017-08-13 11:18:14,2017-08-13 11:19:39,11075,85.0
302,10013,20170816,精彩点,07月02日 贝肯熊,2017-08-16 20:26:52,2017-08-16 20:39:57,11075,785.0
303,10013,20170816,精彩点,07月02日 贝肯熊,2017-08-16 10:56:20,2017-08-16 12:21:20,11075,5100.0
304,10013,20170816,精彩点,07月02日 贝肯熊,2017-08-16 20:43:29,2017-08-16 20:54:48,11075,679.0
305,10013,20170816,精彩点,07月01日 贝肯熊,2017-08-16 10:31:29,2017-08-16 10:56:22,11075,1493.0
306,10013,20170817,精彩点,欢乐颂2,2017-08-17 16:58:56,2017-08-17 17:02:05,11075,189.0
307,10013,20170817,精彩点,欢乐颂2,2017-08-17 23:37:49,2017-08-17 23:51:28,11075,819.0
308,10013,20170817,精彩点,澳门风云2,2017-08-17 02:46:07,2017-08-17 02:51:15,11075,308.0
309,10013,20170817,热点专题,煎饼侠,2017-08-17 13:32:32,2017-08-17 13:49:35,11075,1023.0
310,10013,20170817,精彩点,澳门风云2,2017-08-17 02:27:24,2017-08-17 02:35:41,11075,497.0
311,10013,20170817,精彩点,澳门风云2,2017-08-17 03:00:13,2017-08-17 04:22:01,11075,4908.0
312,10013,20170817,热点专题,煎饼侠,2017-08-17 14:09:47,2017-08-17 15:32:17,11075,4950.0
315,10013,20170817,精彩点,欢乐颂2,2017-08-17 01:45:31,2017-08-17 01:48:27,11075,176.0
317,10013,20170817,精彩点,澳门风云2,2017-08-17 09:08:32,2017-08-17 09:29:42,11075,1270.0
318,10013,20170817,精彩点,欢乐颂2,2017-08-17 23:15:54,2017-08-17 23:19:12,11075,198.0
319,10013,20170817,精彩点,08月09日 熊出没之环球大冒险,2017-08-17 10:17:52,2017-08-17 11:01:23,11075,2611.0
320,10013,20170817,精彩点,欢乐颂2,2017-08-17 16:01:11,2017-08-17 16:58:47,11075,3456.0
321,10013,20170817,精彩点,07月25日 小猪佩奇,2017-08-17 10:15:25,2017-08-17 10:17:54,11075,149.0
322,10013,20170817,热点专题,谋杀似水年华,2017-08-17 21:54:40,2017-08-17 21:56:46,11075,126.0
323,10013,20170817,精彩点,罗宾汉,2017-08-17 09:29:41,2017-08-17 09:32:53,11075,192.0
325,10013,20170817,精彩点,欢乐颂2,2017-08-17 17:03:11,2017-08-17 17:17:39,11075,868.0
326,10013,20170817,热点专题,煎饼侠,2017-08-17 13:49:33,2017-08-17 14:09:24,11075,1191.0
327,10013,20170817,精彩点,07月25日 小猪佩奇,2017-08-17 22:06:46,2017-08-17 22:17:21,11075,635.0
329,10013,20170817,精彩点,欢乐颂2,2017-08-17 21:24:04,2017-08-17 21:26:46,11075,162.0
330,10013,20170817,精彩点,欢乐颂2,2017-08-17 17:17:38,2017-08-17 17:32:06,11075,868.0
331,10013,20170817,精彩点,07月30日 熊出没之丛林总动员,2017-08-17 11:05:16,2017-08-17 11:21:44,11075,988.0
332,10013,20170817,精彩点,08月10日 熊出没之环球大冒险,2017-08-17 22:17:19,2017-08-17 23:05:05,11075,2866.0
333,10013,20170817,精彩点,长颈鹿扎拉法,2017-08-17 13:30:04,2017-08-17 13:32:34,11075,150.0
335,10013,20170817,精彩点,欢乐颂2,2017-08-17 01:48:26,2017-08-17 02:14:57,11075,1591.0
336,10013,20170817,精彩点,乡村爱情故事6,2017-08-17 15:32:16,2017-08-17 15:37:28,11075,312.0
337,10013,20170817,精彩点,欢乐颂2,2017-08-17 21:14:51,2017-08-17 21:23:10,11075,499.0
338,10013,20170817,精彩点,欢乐颂2,2017-08-17 02:18:26,2017-08-17 02:23:33,11075,307.0
342,10013,20170817,精彩点,醉玲珑,2017-08-17 21:46:16,2017-08-17 21:54:42,11075,506.0
343,10013,20170817,精彩点,06月03日 小公主苏菲亚,2017-08-17 17:56:29,2017-08-17 17:59:38,11075,189.0
345,10013,20170817,精彩点,07月25日 小猪佩奇,2017-08-17 18:00:19,2017-08-17 18:21:46,11075,1287.0
346,10013,20170817,精彩点,乡村爱情故事6,2017-08-17 17:51:51,2017-08-17 17:55:24,11075,213.0
347,10013,20170818,精彩点,麻烦家族,2017-08-18 23:22:19,2017-08-18 23:43:11,11075,1252.0
348,10013,20170818,精彩点,欢乐颂2,2017-08-17 23:51:47,2017-08-18 00:01:19,11075,572.0
349,10013,20170818,精彩点,欢乐颂2,2017-08-18 00:01:18,2017-08-18 00:32:07,11075,1849.0
350,10013,20170818,精彩点,07月02日 熊熊乐园,2017-08-18 20:22:32,2017-08-18 20:35:47,11075,795.0
351,10013,20170818,精彩点,欢乐颂2,2017-08-18 23:46:23,2017-08-18 23:47:51,11075,88.0
352,10013,20170818,精彩点,08月10日 熊出没之环球大冒险,2017-08-18 12:29:48,2017-08-18 13:11:06,11075,2478.0
354,10013,20170818,精彩点,欢乐颂2,2017-08-18 16:23:57,2017-08-18 16:36:02,11075,725.0
355,10013,20170818,精彩点,欢乐颂2,2017-08-18 17:43:40,2017-08-18 17:51:25,11075,465.0
356,10013,20170818,精彩点,欢乐颂2,2017-08-18 23:43:46,2017-08-18 23:46:11,11075,145.0
357,10013,20170818,精彩点,醉玲珑,2017-08-18 23:48:36,2017-08-18 23:53:53,11075,317.0
358,10013,20170818,精彩点,08月09日 熊出没之环球大冒险,2017-08-18 12:27:42,2017-08-18 12:29:49,11075,127.0
359,10013,20170818,精彩点,疯岳撬佳人,2017-08-18 00:33:34,2017-08-18 10:52:46,11075,37152.0
360,10013,20170818,精彩点,07月01日 贝肯熊,2017-08-18 13:25:50,2017-08-18 13:45:58,11075,1208.0
361,10013,20170818,精彩点,欢乐颂2,2017-08-18 16:20:41,2017-08-18 16:22:54,11075,133.0
362,10013,20170818,精彩点,欢乐颂2,2017-08-18 16:36:18,2017-08-18 17:43:41,11075,4043.0
363,10013,20170818,精彩点,06月30日 奔跑吧：收官之战！邓超遇王力宏变迷弟,2017-08-18 17:52:54,2017-08-18 19:39:15,11075,6381.0
364,10013,20170818,精彩点,07月01日 贝肯熊,2017-08-18 19:52:31,2017-08-18 19:57:33,11075,302.0
366,10013,20170819,精彩点,01月15日 欢乐喜剧人 第三季：文松飙哭戏比贱宋小宝,2017-08-19 22:28:03,2017-08-19 23:18:43,11075,3040.0
367,10013,20170819,精彩点,欢乐颂2,2017-08-19 12:47:41,2017-08-19 12:54:41,11075,420.0
368,10013,20170819,精彩点,07月26日 小猪佩奇,2017-08-19 11:32:52,2017-08-19 11:59:37,11075,1605.0
369,10013,20170819,精彩点,07月27日 小猪佩奇,2017-08-19 11:59:44,2017-08-19 12:26:20,11075,1596.0
370,10013,20170819,精彩点,01月08日 欢乐喜剧人 第三季：大学生花样脱单秀恩爱,2017-08-19 22:04:49,2017-08-19 22:28:05,11075,1396.0
371,10013,20170819,精彩点,欢乐颂2,2017-08-19 12:54:48,2017-08-19 13:27:21,11075,1953.0
372,10013,20170819,精彩点,乡村爱情故事6,2017-08-19 18:41:32,2017-08-19 19:01:34,11075,1202.0
373,10013,20170819,精彩点,憨豆先生动画版 第二季,2017-08-19 11:31:31,2017-08-19 11:32:54,11075,83.0
374,10013,20170819,精彩点,麻烦家族,2017-08-19 23:19:16,2017-08-19 23:23:50,11075,274.0
375,10013,20170819,精彩点,01月08日 欢乐喜剧人 第三季：大学生花样脱单秀恩爱,2017-08-19 14:15:21,2017-08-19 15:36:58,11075,4897.0
377,10013,20170819,精彩点,醉玲珑,2017-08-18 23:54:02,2017-08-19 00:08:00,11075,838.0
378,10013,20170819,精彩点,07月01日 贝肯熊,2017-08-19 11:12:40,2017-08-19 11:31:33,11075,1133.0
380,10013,20170820,精彩点,08月11日 熊出没之环球大冒险,2017-08-20 11:55:09,2017-08-20 12:01:55,11075,406.0
381,10013,20170820,精彩点,07月02日 贝肯熊,2017-08-20 12:02:43,2017-08-20 12:29:10,11075,1587.0
382,10013,20170820,精彩点,08月09日 熊出没之环球大冒险,2017-08-20 11:07:10,2017-08-20 11:24:01,11075,1011.0
383,10013,20170820,精彩点,08月10日 熊出没之环球大冒险,2017-08-20 11:24:09,2017-08-20 11:54:52,11075,1843.0
384,10013,20170821,精彩点,07月01日 贝肯熊,2017-08-21 22:42:03,2017-08-21 22:47:55,11075,352.0
385,10013,20170821,精彩点,07月03日 贝肯熊,2017-08-21 09:23:08,2017-08-21 09:46:34,11075,1406.0
386,10013,20170821,精彩点,08月16日 熊出没之环球大冒险,2017-08-21 22:48:08,2017-08-21 23:11:45,11075,1417.0
387,10013,20170821,精彩点,07月04日 贝肯熊,2017-08-21 09:46:32,2017-08-21 10:11:41,11075,1509.0
388,10013,20170821,精彩点,07月02日 贝肯熊,2017-08-20 17:31:22,2017-08-21 09:22:54,11075,57092.0
389,10013,20170821,精彩点,07月15日 贝肯熊,2017-08-21 10:11:40,2017-08-21 10:36:29,11075,1489.0
390,10013,20170822,精彩点,07月03日 贝肯熊,2017-08-22 20:47:14,2017-08-22 20:49:18,11075,124.0
391,10013,20170822,精彩点,07月02日 贝肯熊,2017-08-22 14:25:40,2017-08-22 19:02:11,11075,16591.0
392,10013,20170822,精彩点,07月04日 贝肯熊,2017-08-22 20:50:06,2017-08-22 21:16:36,11075,1590.0
393,10013,20170822,精彩点,07月02日 贝肯熊,2017-08-22 20:23:02,2017-08-22 20:46:59,11075,1437.0
394,10013,20170822,精彩点,07月01日 贝肯熊,2017-08-22 19:57:16,2017-08-22 20:22:50,11075,1534.0
395,10013,20170823,精彩点,07月01日 贝肯熊,2017-08-23 10:28:59,2017-08-23 10:54:39,11075,1540.0
396,10013,20170823,精彩点,07月09日 贝肯熊,2017-08-23 15:13:08,2017-08-23 15:35:14,11075,1326.0
397,10013,20170823,精彩点,07月04日 贝肯熊,2017-08-23 19:48:39,2017-08-23 20:13:58,11075,1519.0
398,10013,20170823,精彩点,07月08日 贝肯熊,2017-08-23 20:13:57,2017-08-23 20:38:47,11075,1490.0
399,10013,20170823,精彩点,08月11日 熊出没之环球大冒险,2017-08-23 10:55:42,2017-08-23 12:23:00,11075,5238.0
400,10013,20170823,精彩点,07月09日 贝肯熊,2017-08-23 15:35:12,2017-08-23 19:46:21,11075,15069.0
401,10013,20170823,精彩点,07月11日 贝肯熊,2017-08-23 22:55:34,2017-08-23 23:21:14,11075,1540.0
402,10013,20170823,精彩点,08月12日 熊出没之环球大冒险,2017-08-23 12:23:15,2017-08-23 14:46:59,11075,8624.0
403,10013,20170823,精彩点,07月08日 贝肯熊,2017-08-23 14:47:40,2017-08-23 15:12:58,11075,1518.0
404,10013,20170823,精彩点,07月10日 贝肯熊,2017-08-23 21:02:38,2017-08-23 21:28:19,11075,1541.0
405,10013,20170823,精彩点,07月09日 贝肯熊,2017-08-23 20:38:45,2017-08-23 21:02:26,11075,1421.0
406,10013,20170824,精彩点,08月15日 熊出没之环球大冒险,2017-08-24 12:23:11,2017-08-24 13:09:40,11075,2789.0
407,10013,20170824,精彩点,08月14日 熊出没之环球大冒险,2017-08-24 11:37:35,2017-08-24 12:22:56,11075,2721.0
408,10013,20170824,精彩点,08月13日 熊出没之环球大冒险,2017-08-24 10:05:52,2017-08-24 11:37:25,11075,5493.0
409,10013,20170824,精彩点,08月12日 熊出没之环球大冒险,2017-08-23 23:21:38,2017-08-24 10:05:41,11075,38643.0
410,10013,20170825,精彩点,08月12日 熊出没之环球大冒险,2017-08-25 11:49:40,2017-08-25 14:24:18,11075,9278.0
411,10013,20170825,精彩点,07月03日 贝肯熊,2017-08-25 11:25:24,2017-08-25 11:49:41,11075,1457.0
412,10013,20170825,精彩点,07月02日 熊熊乐园,2017-08-25 17:35:28,2017-08-25 18:55:01,11075,4773.0
413,10013,20170825,精彩点,07月01日 贝肯熊,2017-08-25 16:45:06,2017-08-25 17:10:04,11075,1498.0
414,10013,20170825,精彩点,07月02日 贝肯熊,2017-08-25 11:03:05,2017-08-25 11:25:26,11075,1341.0
415,10013,20170825,精彩点,07月01日 贝肯熊,2017-08-24 13:09:39,2017-08-25 11:02:53,11075,78794.0
416,10013,20170825,精彩点,08月14日 熊出没之环球大冒险,2017-08-25 17:10:03,2017-08-25 17:35:30,11075,1527.0
417,10013,20170825,精彩点,07月03日 熊熊乐园,2017-08-25 18:55:10,2017-08-25 19:20:39,11075,1529.0
418,10013,20170826,精彩点,07月04日 熊熊乐园,2017-08-25 19:20:53,2017-08-26 10:31:59,11075,54666.0
419,10013,20170826,精彩点,07月09日 贝肯熊,2017-08-26 16:08:14,2017-08-26 17:27:57,11075,4783.0
420,10013,20170826,精彩点,07月07日 贝肯熊,2017-08-26 20:35:02,2017-08-26 21:04:31,11075,1769.0
421,10013,20170826,精彩点,07月05日 熊熊乐园,2017-08-26 10:32:16,2017-08-26 11:34:13,11075,3717.0
422,10013,20170826,精彩点,07月07日 贝肯熊,2017-08-26 12:04:30,2017-08-26 16:07:48,11075,14598.0
423,10013,20170826,精彩点,07月06日 贝肯熊,2017-08-26 11:36:34,2017-08-26 12:04:20,11075,1666.0
424,10013,20170827,精彩点,07月05日 贝肯熊,2017-08-27 19:39:53,2017-08-27 20:04:45,11075,1492.0
425,10013,20170827,精彩点,07月10日 贝肯熊,2017-08-27 11:33:13,2017-08-27 13:56:20,11075,8587.0
426,10013,20170827,精彩点,07月08日 贝肯熊,2017-08-27 20:55:27,2017-08-27 21:43:15,11075,2868.0
427,10013,20170827,精彩点,08月10日 熊出没之环球大冒险,2017-08-27 15:08:23,2017-08-27 16:00:38,11075,3135.0
428,10013,20170827,精彩点,08月09日 熊出没之环球大冒险,2017-08-27 13:56:48,2017-08-27 15:08:11,11075,4283.0
429,10013,20170827,精彩点,07月07日 贝肯熊,2017-08-27 20:29:21,2017-08-27 20:55:13,11075,1552.0
430,10013,20170827,精彩点,07月06日 贝肯熊,2017-08-27 20:04:42,2017-08-27 20:29:22,11075,1480.0
431,10013,20170827,精彩点,07月09日 贝肯熊,2017-08-26 21:05:46,2017-08-27 11:33:05,11075,52039.0
432,10013,20170830,精彩点,07月03日 贝肯熊,2017-08-30 12:11:33,2017-08-30 12:15:18,11075,225.0
433,10013,20170830,精彩点,07月02日 贝肯熊,2017-08-30 11:48:06,2017-08-30 12:11:34,11075,1408.0
434,10013,20170830,精彩点,07月04日 贝肯熊,2017-08-30 12:15:26,2017-08-30 12:53:25,11075,2279.0
435,10013,20170830,精彩点,07月01日 贝肯熊,2017-08-30 11:20:51,2017-08-30 11:47:13,11075,1582.0
436,10013,20170831,精彩点,07月30日 熊出没之丛林总动员,2017-08-30 22:07:37,2017-08-31 08:30:34,11075,37377.0
437,10013,20170831,精彩点,07月31日 熊出没之丛林总动员,2017-08-31 08:30:46,2017-08-31 12:08:15,11075,13049.0
438,10013,20170831,精彩点,08月02日 熊出没之丛林总动员,2017-08-31 13:43:03,2017-08-31 19:08:05,11075,19502.0
439,10013,20170831,精彩点,08月01日 熊出没之丛林总动员,2017-08-31 12:08:25,2017-08-31 13:42:45,11075,5660.0
440,10013,20170831,精彩点,08月03日 熊出没之丛林总动员,2017-08-31 19:08:15,2017-08-31 20:46:09,11075,5874.0
441,10013,20170901,精彩点,07月02日 贝肯熊,2017-09-01 16:30:42,2017-09-01 18:58:16,11075,8854.0
442,10013,20170901,精彩点,07月01日 贝肯熊,2017-09-01 16:05:10,2017-09-01 16:30:34,11075,1524.0
443,10013,20170901,精彩点,07月20日 熊熊乐园,2017-08-31 20:47:53,2017-09-01 08:53:28,11075,43535.0
444,10013,20170901,精彩点,08月09日 熊出没之环球大冒险,2017-09-01 19:01:45,2017-09-01 20:14:15,11075,4350.0
