,用户号,业务品牌,用户状态,状态改变时间,预存款,套餐,销售品,资费,入网时间,销售品生效时间,销售品失效时间,机顶盒编号,当前套餐使用天数,入网天数
142,10506,互动电视,正常        ,20140405,0.0,[互动+宽带]6M融合套餐(980),[互动+宽带]互动标准套餐(26.5元)—280购机入网,互动+联合宽带-包月-26.5元-280购机,20140405,20140405,20301231,11312,1274.0,1274.0
143,11270,互动电视,正常        ,20140726,0.0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140726,20140726,20500101,11276,1162.0,1162.0
144,10056,互动电视,正常        ,20130622,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130622,20130622,20500101,10337,1561.0,1561.0
145,10352,互动电视,正常        ,20131127,375.0,[13年底促销]6M融合套餐1(互动+宽带),[互动+宽带]互动(26.5元/月)-捆绑200元增值费,[互动+宽带]互动(26.5元/月)-捆绑200元增值费(资费),20131127,20131127,20500101,11272,1403.0,1403.0
146,10772,互动电视,正常        ,20151212,0.0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20151212,20151212,20500101,11090,658.0,658.0
147,10730,互动电视,正常        ,20150930,237.0,"乐惠32.5节目包-2年-780元(送10M宽带1年,限新宽带)",互动标准包,互动标准包-包月-26.5元,20150930,20171101,20500101,11150,731.0,731.0
148,11279,互动电视,正常        ,20140823,0.0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140823,20140823,20500101,10384,1134.0,1134.0
149,10950,互动电视,正常        ,20170924,0.0,,互动59元包-600预存,互动59元包-600预存,20160322,20160322,20500101,11149,6.0,557.0
150,10273,互动电视,正常        ,20131016,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131016,20131016,20500101,11218,1445.0,1445.0
151,10551,互动电视,正常        ,20160122,100.0,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141108,20141108,20500101,10837,617.0,1057.0
152,10701,互动电视,正常        ,20160421,0.0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150825,20150825,20500101,10948,527.0,767.0
153,10455,互动电视,正常        ,20170224,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140120,20150101,20500101,11030,218.0,1349.0
154,10456,互动电视,正常        ,20170224,15.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140120,20150101,20500101,10344,218.0,1349.0
155,10454,互动电视,正常        ,20170223,0.0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20140120,20140120,20500101,10429,219.0,1349.0
156,10459,互动电视,正常        ,20161122,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140120,20150101,20500101,11074,312.0,1349.0
157,10458,互动电视,正常        ,20161122,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140120,20150101,20500101,10796,312.0,1349.0
158,10457,互动电视,正常        ,20161122,0.0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20140120,20140120,20500101,10497,312.0,1349.0
159,11298,互动电视,正常        ,20141002,0.0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20141002,20141002,20500101,10563,1094.0,1094.0
160,10663,互动电视,正常        ,20150624,0.0,乐惠套餐-10M-1年-1080元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150624,20150624,20500101,10966,829.0,829.0
161,10071,互动电视,正常        ,20130706,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130706,20130706,20500101,10498,1547.0,1547.0
162,10504,互动电视,正常        ,20140404,0.0,[互动+宽带]6M融合套餐(980),[互动+宽带]互动标准套餐(26.5元)—280购机入网,互动+联合宽带-包月-26.5元-280购机,20140404,20140404,20301231,11286,1275.0,1275.0
163,10550,互动电视,正常        ,20171101,1086.5,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141106,20141106,20500101,10835,-32.0,1059.0
164,10703,互动电视,正常        ,20150826,0.0,,互动59元包-480预存,互动59元包,20150826,20150826,20500101,10229,766.0,766.0
165,11198,互动电视,正常        ,20140817,0.0,,互动标准包,[互动]优惠购机(388元)(26.5元/月)(资费),20140731,20140731,20500101,10069,1140.0,1157.0
166,10940,互动电视,正常        ,20160316,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160316,20160316,20500101,10209,563.0,563.0
167,11303,互动电视,正常        ,20161123,400.0,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141016,20141016,20500101,11293,311.0,1080.0
168,10728,互动电视,正常        ,20150929,330.0,月享套餐-30M-包月-89元-看电视送宽带续费,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20150929,20170801,20500101,10247,732.0,732.0
169,10525,互动电视,正常        ,20171031,94.5,乐惠套餐-6M-1年-980,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140511,20140511,20500101,10802,-31.0,1238.0
170,10804,互动电视,正常        ,20160105,253.57,,互动标准包-688购机-送快乐点半年(到期停)-15M体验,互动标准包-包月-26.5元-688购机-送快乐点半年(到期停)-15M体验,20160105,20160105,20500101,10377,634.0,634.0
171,10116,互动电视,正常        ,20130805,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130805,20130805,20500101,10733,1517.0,1517.0
172,11302,互动电视,正常        ,20141015,64.27,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20141015,20141015,20500101,11121,1081.0,1081.0
173,10388,互动电视,正常        ,20161207,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131216,20131216,20500101,10254,297.0,1384.0
174,10211,互动电视,正常        ,20131021,300.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130913,20130913,20500101,10659,1440.0,1478.0
175,11227,互动电视,正常        ,20140503,0.0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140503,20140503,20500101,11318,1246.0,1246.0
176,10747,互动电视,正常        ,20170324,0.0,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151104,20151104,20500101,11283,190.0,696.0
177,10432,互动电视,正常        ,20170322,0.0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20140118,20140118,20500101,11061,192.0,1351.0
178,10472,互动电视,正常        ,20140129,0.0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20140129,20140129,20500101,11054,1340.0,1340.0
179,10893,互动电视,正常        ,20160204,0.0,,互动标准包,互动标准包-包月-26.5元,20160204,20171101,20500101,10577,604.0,604.0
180,10996,互动电视,正常        ,20160504,0.0,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160504,20160504,20500101,11299,514.0,514.0
181,11009,互动电视,正常        ,20160521,60.0,,互动59元包-600预存,互动59元包-600预存,20160521,20160521,20500101,10458,497.0,497.0
182,10624,互动电视,正常        ,20150211,20.0,乐惠套餐-15M-1年-1180元(A),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150211,20150211,20500101,10897,962.0,962.0
183,11079,互动电视,正常        ,20160718,107.13,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20160718,20160718,20500101,10021,439.0,439.0
184,11132,互动电视,正常        ,20161026,210.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20161026,20161026,20500101,10419,339.0,339.0
185,10404,互动电视,正常        ,20131225,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131225,20131225,20500101,10789,1375.0,1375.0
186,10414,互动电视,正常        ,20131229,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20131229,20150101,20500101,10251,1371.0,1371.0
187,11024,互动电视,正常        ,20160530,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160530,20160530,20500101,11252,488.0,488.0
188,11060,互动电视,正常        ,20160626,0.0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20160626,20160626,20500101,10638,461.0,461.0
189,10849,互动电视,正常        ,20160126,0.0,乐惠套餐-25M-3年-2380元-16年,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160126,20160126,20500101,11288,613.0,613.0
190,10223,互动电视,正常        ,20130917,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130917,20130917,20500101,10060,1474.0,1474.0
191,10025,互动电视,正常        ,20090228,0.0,,宽带用户优惠购(399元)(26.5元/月),宽带用户优惠购(399元)(26.5元/月)(资费),20070913,20120305,20500101,10114,3136.0,3670.0
192,11031,互动电视,正常        ,20160604,90.0,,互动59元包-600预存,互动59元包-600预存,20160604,20160604,20500101,10777,483.0,483.0
193,10507,互动电视,正常        ,20171028,99.5,,预存入网(600元)(26.5元/月),互动标准包-包月-预存600,20130107,20130107,20500101,10282,-28.0,1727.0
194,10769,互动电视,正常        ,20151214,25.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20151214,20151214,20500101,11189,656.0,656.0
195,10257,互动电视,正常        ,20130928,0.0,,互动49元包,互动49元包,20130928,20151101,20500101,10150,1463.0,1463.0
196,10808,互动电视,正常        ,20160111,40.0,乐惠套餐-20M-包月-89元-预存200,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160111,20170301,20500101,10768,628.0,628.0
197,10117,互动电视,正常        ,20130805,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130805,20130805,20500101,10293,1517.0,1517.0
198,10571,互动电视,正常        ,20141208,64.27,,互动标准包-600购机-送快乐点2年-12M体验,互动600购机-26.5元-送快乐点2年-送12M体验,20141208,20141208,20500101,10840,1027.0,1027.0
199,10035,互动电视,正常        ,20120512,0.0,6M融合套餐-到期提速2(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20120512,20130929,20500101,10952,1967.0,1967.0
200,10587,互动电视,正常        ,20141223,0.0,,互动标准包-600购机-送快乐点2年-12M体验,互动600购机-26.5元-送快乐点2年-送12M体验,20141223,20141223,20500101,10876,1012.0,1012.0
201,10588,互动电视,正常        ,20141225,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20141225,20150101,20500101,10878,1010.0,1010.0
202,10137,互动电视,正常        ,20130811,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130811,20150101,20500101,10531,1511.0,1511.0
203,10138,互动电视,正常        ,20130811,74.0,6M融合套餐1(互动+宽带),互动49元包,互动49元包,20130811,20150801,20500101,10058,1511.0,1511.0
204,10161,互动电视,正常        ,20130828,0.0,,互动39元包-预存1年费用(客服),互动39元包-预存1年费用(客服),20130828,20151001,20500101,10629,1494.0,1494.0
205,10708,互动电视,正常        ,20150903,60.0,"乐惠32.5节目包-2年-780元(送10M宽带1年,限新宽带)",互动+联合宽带-59元包,互动+联合宽带-59元包,20150903,20151001,20500101,10403,758.0,758.0
206,10713,互动电视,正常        ,20170124,0.0,,互动标准包,互动标准包-包月-26.5元,20150909,20170401,20500101,10289,249.0,752.0
207,10662,互动电视,正常        ,20150623,0.0,乐惠套餐-15M-3年-2180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150623,20150623,20500101,10668,830.0,830.0
208,10622,互动电视,正常        ,20150207,0.0,,互动标准包-600预存-送快乐点2年(到期顺延)-送15M体验,互动标准包-包月-26.5元-600预存-送快乐点2年(到期顺延)-15M体验,20150207,20150207,20500101,10910,966.0,966.0
209,11029,互动电视,正常        ,20170918,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160608,20160608,20500101,11245,12.0,479.0
210,11320,互动电视,正常        ,20160308,0.0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160308,20160308,20500101,10418,571.0,571.0
211,10590,互动电视,正常        ,20141225,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20141225,20150101,20500101,10858,1010.0,1010.0
212,10589,互动电视,正常        ,20141225,85.7,,互动标准包-600购机-送快乐点2年-12M体验,互动600购机-26.5元-送快乐点2年-送12M体验,20141225,20141225,20500101,10927,1010.0,1010.0
213,10921,互动电视,正常        ,20160302,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160302,20160302,20500101,10173,577.0,577.0
214,11113,互动电视,正常        ,20160930,0.0,乐惠套餐-25M-2年-2560元-送1年,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160930,20160930,20500101,10023,365.0,365.0
215,10363,互动电视,正常        ,20141106,0.0,[13年底促销]6M融合套餐1(互动+宽带),[互动+宽带]互动(26.5元/月)-捆绑200元增值费,[互动+宽带]互动(26.5元/月)-捆绑200元增值费(资费),20131128,20131128,20500101,10713,1059.0,1402.0
216,10748,互动电视,正常        ,20151103,0.0,,互动59元包-480预存,互动59元包,20151103,20151103,20500101,11084,697.0,697.0
217,10484,互动电视,正常        ,20140302,0.0,[互动+宽带]6M融合套餐(980),[互动+宽带]互动标准套餐(26.5元)—280购机入网,互动+联合宽带-包月-26.5元-280购机,20140302,20140302,20500101,11323,1308.0,1308.0
218,10139,互动电视,正常        ,20130816,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130816,20130816,20500101,10022,1506.0,1506.0
219,11019,互动电视,正常        ,20160526,60.0,,互动59元包-600预存,互动59元包-600预存,20160526,20160526,20500101,11056,492.0,492.0
220,11010,互动电视,正常        ,20160521,60.0,乐惠套餐-25M-包月-109元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160521,20160521,20500101,10306,497.0,497.0
